Study,Sourcelink,Webplotdigitizer,SAVE_lab,year,Country,Assay Type,Cell-type,Sera details long,Number of sera,N(female),Comparator antigen,OmicronVariant,Titre drop,Uncertainty,numerical Titre drop,TitersHAg,TitersOmicron,Log2HAg,Log2Omi,Titre drop Alpha,TitersAlpha,Titre drop Beta,TitersBeta,Titre drop Gamma,TitersGamma,Titre drop Delta,TitersDelta,Sera_details_no_time,time,Standardised_sera_names,standardise_encounters,vacc_type_het,vacc_type,vaccine_manufacturer,standardised_assay,standardised_pseudo,standardised_cell
Weiss/Wang2,https://doi.org/10.1101/2022.07.05.498883,n,y,2022.07.06,USA,Lentiviral pseudotype,293T-ACE2/TMPRSS2,Beta conv,2,,D614G,BA.1,4.87,,4.87,497,102,,,,2273,,2799,,3713,,261,Beta conv,,Beta conv,Beta conv,Beta conv,Beta conv,Beta conv,Pseudovirus,Lentiviral,293T-ACE2/TMPRSS2
Weiss/Wang2,https://doi.org/10.1101/2022.07.05.498883,n,y,2022.07.06,USA,Lentiviral pseudotype,293T-ACE2/TMPRSS2,Beta conv,2,,D614G,BA.1.1,4.44,,4.44,497,112,,,,2273,,2799,,3713,,261,Beta conv,,Beta conv,Beta conv,Beta conv,Beta conv,Beta conv,Pseudovirus,Lentiviral,293T-ACE2/TMPRSS2
Weiss/Wang2,https://doi.org/10.1101/2022.07.05.498883,n,y,2022.07.06,USA,Lentiviral pseudotype,293T-ACE2/TMPRSS2,Beta conv,2,,D614G,BA.2,>8.72,>,8.72,497,57,,,,2273,,2799,,3713,,261,Beta conv,,Beta conv,Beta conv,Beta conv,Beta conv,Beta conv,Pseudovirus,Lentiviral,293T-ACE2/TMPRSS2
Weiss/Wang2,https://doi.org/10.1101/2022.07.05.498883,n,y,2022.07.06,USA,Lentiviral pseudotype,293T-ACE2/TMPRSS2,Beta conv,2,,D614G,BA.2.12.1,>14.62,>,14.62,497,34,,,,2273,,2799,,3713,,261,Beta conv,,Beta conv,Beta conv,Beta conv,Beta conv,Beta conv,Pseudovirus,Lentiviral,293T-ACE2/TMPRSS2
Weiss/Wang2,https://doi.org/10.1101/2022.07.05.498883,n,y,2022.07.06,USA,Lentiviral pseudotype,293T-ACE2/TMPRSS2,Beta conv,2,,D614G,BA.4/5,>8.15,>,8.15,497,61,,,,2273,,2799,,3713,,261,Beta conv,,Beta conv,Beta conv,Beta conv,Beta conv,Beta conv,Pseudovirus,Lentiviral,293T-ACE2/TMPRSS2
Weiss/Wang2,https://doi.org/10.1101/2022.07.05.498883,n,y,2022.07.06,USA,Lentiviral pseudotype,293T-ACE2/TMPRSS2,Gamma conv,5,,D614G,BA.1,03.05,,03.05,189,62,,,,244,,434,,1357,,129,Gamma conv,,Gamma conv,Gamma conv,Gamma conv,Gamma conv,Gamma conv,Pseudovirus,Lentiviral,293T-ACE2/TMPRSS2
Weiss/Wang2,https://doi.org/10.1101/2022.07.05.498883,n,y,2022.07.06,USA,Lentiviral pseudotype,293T-ACE2/TMPRSS2,Gamma conv,5,,D614G,BA.1.1,>3.05,>,03.05,189,62,,,,244,,434,,1357,,129,Gamma conv,,Gamma conv,Gamma conv,Gamma conv,Gamma conv,Gamma conv,Pseudovirus,Lentiviral,293T-ACE2/TMPRSS2
Weiss/Wang2,https://doi.org/10.1101/2022.07.05.498883,n,y,2022.07.06,USA,Lentiviral pseudotype,293T-ACE2/TMPRSS2,Gamma conv,5,,D614G,BA.2,2.3,,2.3,189,82,,,,244,,434,,1357,,129,Gamma conv,,Gamma conv,Gamma conv,Gamma conv,Gamma conv,Gamma conv,Pseudovirus,Lentiviral,293T-ACE2/TMPRSS2
Weiss/Wang2,https://doi.org/10.1101/2022.07.05.498883,n,y,2022.07.06,USA,Lentiviral pseudotype,293T-ACE2/TMPRSS2,Gamma conv,5,,D614G,BA.2.12.1,2.63,,2.63,189,72,,,,244,,434,,1357,,129,Gamma conv,,Gamma conv,Gamma conv,Gamma conv,Gamma conv,Gamma conv,Pseudovirus,Lentiviral,293T-ACE2/TMPRSS2
Weiss/Wang2,https://doi.org/10.1101/2022.07.05.498883,n,y,2022.07.06,USA,Lentiviral pseudotype,293T-ACE2/TMPRSS2,Gamma conv,5,,D614G,BA.4/5,02.08,,02.08,189,91,,,,244,,434,,1357,,129,Gamma conv,,Gamma conv,Gamma conv,Gamma conv,Gamma conv,Gamma conv,Pseudovirus,Lentiviral,293T-ACE2/TMPRSS2
Weiss/Wang2,https://doi.org/10.1101/2022.07.05.498883,n,y,2022.07.06,USA,Lentiviral pseudotype,293T-ACE2/TMPRSS2,Delta conv,15,,D614G,BA.1,5.99,,5.99,791,132,,,,892,,98,,152,,7680,Delta conv,,Delta conv,Delta conv,Delta conv,Delta conv,Delta conv,Pseudovirus,Lentiviral,293T-ACE2/TMPRSS2
Weiss/Wang2,https://doi.org/10.1101/2022.07.05.498883,n,y,2022.07.06,USA,Lentiviral pseudotype,293T-ACE2/TMPRSS2,Delta conv,15,,D614G,BA.1.1,10.55,,10.55,791,75,,,,892,,98,,152,,7680,Delta conv,,Delta conv,Delta conv,Delta conv,Delta conv,Delta conv,Pseudovirus,Lentiviral,293T-ACE2/TMPRSS2
Weiss/Wang2,https://doi.org/10.1101/2022.07.05.498883,n,y,2022.07.06,USA,Lentiviral pseudotype,293T-ACE2/TMPRSS2,Delta conv,15,,D614G,BA.2,13.18,,13.18,791,60,,,,892,,98,,152,,7680,Delta conv,,Delta conv,Delta conv,Delta conv,Delta conv,Delta conv,Pseudovirus,Lentiviral,293T-ACE2/TMPRSS2
Weiss/Wang2,https://doi.org/10.1101/2022.07.05.498883,n,y,2022.07.06,USA,Lentiviral pseudotype,293T-ACE2/TMPRSS2,Delta conv,15,,D614G,BA.2.12.1,8.79,,8.79,791,90,,,,892,,98,,152,,7680,Delta conv,,Delta conv,Delta conv,Delta conv,Delta conv,Delta conv,Pseudovirus,Lentiviral,293T-ACE2/TMPRSS2
Weiss/Wang2,https://doi.org/10.1101/2022.07.05.498883,n,y,2022.07.06,USA,Lentiviral pseudotype,293T-ACE2/TMPRSS2,Delta conv,15,,D614G,BA.4/5,10.41,,10.41,791,76,,,,892,,98,,152,,7680,Delta conv,,Delta conv,Delta conv,Delta conv,Delta conv,Delta conv,Pseudovirus,Lentiviral,293T-ACE2/TMPRSS2
Weiss/Wang2,https://doi.org/10.1101/2022.07.05.498883,n,y,2022.07.06,USA,Lentiviral pseudotype,293T-ACE2/TMPRSS2,BA.1 conv,3,,D614G,BA.1,>0.06,>,0.06,36,554,,,,30,,32,,49,,58,BA.1 conv,,BA.1 conv,BA.1 conv,BA.1 conv,BA.1 conv,BA.1 conv,Pseudovirus,Lentiviral,293T-ACE2/TMPRSS2
Weiss/Wang2,https://doi.org/10.1101/2022.07.05.498883,n,y,2022.07.06,USA,Lentiviral pseudotype,293T-ACE2/TMPRSS2,BA.1 conv,3,,D614G,BA.1.1,>0.07,>,0.07,36,538,,,,30,,32,,49,,58,BA.1 conv,,BA.1 conv,BA.1 conv,BA.1 conv,BA.1 conv,BA.1 conv,Pseudovirus,Lentiviral,293T-ACE2/TMPRSS2
Weiss/Wang2,https://doi.org/10.1101/2022.07.05.498883,n,y,2022.07.06,USA,Lentiviral pseudotype,293T-ACE2/TMPRSS2,BA.1 conv,3,,D614G,BA.2,>0.4,>,0.4,36,90,,,,30,,32,,49,,58,BA.1 conv,,BA.1 conv,BA.1 conv,BA.1 conv,BA.1 conv,BA.1 conv,Pseudovirus,Lentiviral,293T-ACE2/TMPRSS2
Weiss/Wang2,https://doi.org/10.1101/2022.07.05.498883,n,y,2022.07.06,USA,Lentiviral pseudotype,293T-ACE2/TMPRSS2,BA.1 conv,3,,D614G,BA.2.12.1,>0.73,>,0.73,36,49,,,,30,,32,,49,,58,BA.1 conv,,BA.1 conv,BA.1 conv,BA.1 conv,BA.1 conv,BA.1 conv,Pseudovirus,Lentiviral,293T-ACE2/TMPRSS2
Weiss/Wang2,https://doi.org/10.1101/2022.07.05.498883,n,y,2022.07.06,USA,Lentiviral pseudotype,293T-ACE2/TMPRSS2,BA.1 conv,3,,D614G,BA.4/5,>0.82,>,0.82,36,44,,,,30,,32,,49,,58,BA.1 conv,,BA.1 conv,BA.1 conv,BA.1 conv,BA.1 conv,BA.1 conv,Pseudovirus,Lentiviral,293T-ACE2/TMPRSS2
Weiss/Wang2,https://doi.org/10.1101/2022.07.05.498883,n,y,2022.07.06,USA,Lentiviral pseudotype,293T-ACE2/TMPRSS2,2*mRNA (1m post 2nd dose),39,,D614G,BA.1,>>23.42,>>,23.42,562,24,,,,,,94,,,,292,2*mRNA,1m post 2nd dose,2*mRNA,2,mRNA,mRNA,mRNA,Pseudovirus,Lentiviral,293T-ACE2/TMPRSS2
Weiss/Wang2,https://doi.org/10.1101/2022.07.05.498883,n,y,2022.07.06,USA,Lentiviral pseudotype,293T-ACE2/TMPRSS2,2*mRNA (1m post 2nd dose),39,,D614G,BA.2,>16.06,>,16.06,562,35,,,,,,94,,,,292,2*mRNA,1m post 2nd dose,2*mRNA,2,mRNA,mRNA,mRNA,Pseudovirus,Lentiviral,293T-ACE2/TMPRSS2
Weiss/Wang2,https://doi.org/10.1101/2022.07.05.498883,n,y,2022.07.06,USA,Lentiviral pseudotype,293T-ACE2/TMPRSS2,2*mRNA (1m post 2nd dose),39,,D614G,BA.2.12.1,>18.73,>,18.73,562,30,,,,,,94,,,,292,2*mRNA,1m post 2nd dose,2*mRNA,2,mRNA,mRNA,mRNA,Pseudovirus,Lentiviral,293T-ACE2/TMPRSS2
Weiss/Wang2,https://doi.org/10.1101/2022.07.05.498883,n,y,2022.07.06,USA,Lentiviral pseudotype,293T-ACE2/TMPRSS2,2*mRNA (1m post 2nd dose),39,,D614G,BA.4/5,>>23.42,>>,23.42,562,24,,,,,,94,,,,292,2*mRNA,1m post 2nd dose,2*mRNA,2,mRNA,mRNA,mRNA,Pseudovirus,Lentiviral,293T-ACE2/TMPRSS2
Weiss/Wang2,https://doi.org/10.1101/2022.07.05.498883,n,y,2022.07.06,USA,Lentiviral pseudotype,293T-ACE2/TMPRSS2,3*mRNA (40d post 3rd dose),39,,D614G,BA.1,7.19,,7.19,5030,700,,,,,,1948,,,,1673,3*mRNA,40d post 3rd dose,3*mRNA,3,mRNA,mRNA,mRNA,Pseudovirus,Lentiviral,293T-ACE2/TMPRSS2
Weiss/Wang2,https://doi.org/10.1101/2022.07.05.498883,n,y,2022.07.06,USA,Lentiviral pseudotype,293T-ACE2/TMPRSS2,3*mRNA (40d post 3rd dose),39,,D614G,BA.2,06.05,,06.05,5030,831,,,,,,1948,,,,1673,3*mRNA,40d post 3rd dose,3*mRNA,3,mRNA,mRNA,mRNA,Pseudovirus,Lentiviral,293T-ACE2/TMPRSS2
Weiss/Wang2,https://doi.org/10.1101/2022.07.05.498883,n,y,2022.07.06,USA,Lentiviral pseudotype,293T-ACE2/TMPRSS2,3*mRNA (40d post 3rd dose),39,,D614G,BA.2.12.1,12.73,,12.73,5030,395,,,,,,1948,,,,1673,3*mRNA,40d post 3rd dose,3*mRNA,3,mRNA,mRNA,mRNA,Pseudovirus,Lentiviral,293T-ACE2/TMPRSS2
Weiss/Wang2,https://doi.org/10.1101/2022.07.05.498883,n,y,2022.07.06,USA,Lentiviral pseudotype,293T-ACE2/TMPRSS2,3*mRNA (40d post 3rd dose),39,,D614G,BA.4/5,14.17,,14.17,5030,355,,,,,,1948,,,,1673,3*mRNA,40d post 3rd dose,3*mRNA,3,mRNA,mRNA,mRNA,Pseudovirus,Lentiviral,293T-ACE2/TMPRSS2
Weiss/Wang2,https://doi.org/10.1101/2022.07.05.498883,n,y,2022.07.06,USA,Lentiviral pseudotype,293T-ACE2/TMPRSS2,2*mRNA + pre-Delta,12,,D614G,BA.1,35.51,,35.51,3587,101,,,,1896,,400,,1112,,1849,2*mRNA + pre-Delta,,2*mRNA + pre-Delta,vacc+inf,vacc+inf,vacc+inf,vacc+inf,Pseudovirus,Lentiviral,293T-ACE2/TMPRSS2
Weiss/Wang2,https://doi.org/10.1101/2022.07.05.498883,n,y,2022.07.06,USA,Lentiviral pseudotype,293T-ACE2/TMPRSS2,2*mRNA + Delta,4,,D614G,BA.1,11.31,,11.31,23918,2115,,,,,,5355,,,,11592,2*mRNA + Delta,,2*mRNA + Delta,vacc+inf,vacc+inf,vacc+inf,vacc+inf,Pseudovirus,Lentiviral,293T-ACE2/TMPRSS2
Weiss/Wang2,https://doi.org/10.1101/2022.07.05.498883,n,y,2022.07.06,USA,Lentiviral pseudotype,293T-ACE2/TMPRSS2,2*mRNA + Delta,4,,D614G,BA.2.12.1,9.14,,9.14,23918,2616,,,,,,5355,,,,11592,2*mRNA + Delta,,2*mRNA + Delta,vacc+inf,vacc+inf,vacc+inf,vacc+inf,Pseudovirus,Lentiviral,293T-ACE2/TMPRSS2
Weiss/Wang2,https://doi.org/10.1101/2022.07.05.498883,n,y,2022.07.06,USA,Lentiviral pseudotype,293T-ACE2/TMPRSS2,2*mRNA + Delta,4,,D614G,BA.4/5,8.18,,8.18,23918,2925,,,,,,5355,,,,11592,2*mRNA + Delta,,2*mRNA + Delta,vacc+inf,vacc+inf,vacc+inf,vacc+inf,Pseudovirus,Lentiviral,293T-ACE2/TMPRSS2
Weiss/Wang2,https://doi.org/10.1101/2022.07.05.498883,n,y,2022.07.06,USA,Lentiviral pseudotype,293T-ACE2/TMPRSS2,2*mRNA + BA.1/BA.1.1,10,,D614G,BA.1,3.81,,3.81,12399,3253,,,,,,5090,,,,7281,2*mRNA + BA.1/BA.1.1,,2*mRNA + BA.1/BA.1.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Pseudovirus,Lentiviral,293T-ACE2/TMPRSS2
Weiss/Wang2,https://doi.org/10.1101/2022.07.05.498883,n,y,2022.07.06,USA,Lentiviral pseudotype,293T-ACE2/TMPRSS2,2*mRNA + BA.1/BA.1.1,10,,D614G,BA.1.1,4.17,,4.17,12399,2974,,,,,,5090,,,,7281,2*mRNA + BA.1/BA.1.1,,2*mRNA + BA.1/BA.1.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Pseudovirus,Lentiviral,293T-ACE2/TMPRSS2
Weiss/Wang2,https://doi.org/10.1101/2022.07.05.498883,n,y,2022.07.06,USA,Lentiviral pseudotype,293T-ACE2/TMPRSS2,2*mRNA + BA.1/BA.1.1,10,,D614G,BA.2,4.79,,4.79,12399,2587,,,,,,5090,,,,7281,2*mRNA + BA.1/BA.1.1,,2*mRNA + BA.1/BA.1.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Pseudovirus,Lentiviral,293T-ACE2/TMPRSS2
Weiss/Wang2,https://doi.org/10.1101/2022.07.05.498883,n,y,2022.07.06,USA,Lentiviral pseudotype,293T-ACE2/TMPRSS2,2*mRNA + BA.1/BA.1.1,10,,D614G,BA.2.12.1,8.34,,8.34,12399,1486,,,,,,5090,,,,7281,2*mRNA + BA.1/BA.1.1,,2*mRNA + BA.1/BA.1.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Pseudovirus,Lentiviral,293T-ACE2/TMPRSS2
Weiss/Wang2,https://doi.org/10.1101/2022.07.05.498883,n,y,2022.07.06,USA,Lentiviral pseudotype,293T-ACE2/TMPRSS2,2*mRNA + BA.1/BA.1.1,10,,D614G,BA.4/5,12.29,,12.29,12399,1009,,,,,,5090,,,,7281,2*mRNA + BA.1/BA.1.1,,2*mRNA + BA.1/BA.1.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Pseudovirus,Lentiviral,293T-ACE2/TMPRSS2
Weiss/Wang2,https://doi.org/10.1101/2022.07.05.498883,n,y,2022.07.06,USA,Lentiviral pseudotype,293T-ACE2/TMPRSS2,3*mRNA + BA.1/BA.1.1,10,,D614G,BA.1,3.25,,3.25,13426,4135,,,,,,5349,,,,8477,3*mRNA + BA.1/BA.1.1,,3*mRNA + BA.1/BA.1.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Pseudovirus,Lentiviral,293T-ACE2/TMPRSS2
Weiss/Wang2,https://doi.org/10.1101/2022.07.05.498883,n,y,2022.07.06,USA,Lentiviral pseudotype,293T-ACE2/TMPRSS2,3*mRNA + BA.1/BA.1.1,10,,D614G,BA.1.1,3.49,,3.49,13426,3842,,,,,,5349,,,,8477,3*mRNA + BA.1/BA.1.1,,3*mRNA + BA.1/BA.1.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Pseudovirus,Lentiviral,293T-ACE2/TMPRSS2
Weiss/Wang2,https://doi.org/10.1101/2022.07.05.498883,n,y,2022.07.06,USA,Lentiviral pseudotype,293T-ACE2/TMPRSS2,3*mRNA + BA.1/BA.1.1,10,,D614G,BA.2,4.15,,4.15,13426,3237,,,,,,5349,,,,8477,3*mRNA + BA.1/BA.1.1,,3*mRNA + BA.1/BA.1.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Pseudovirus,Lentiviral,293T-ACE2/TMPRSS2
Weiss/Wang2,https://doi.org/10.1101/2022.07.05.498883,n,y,2022.07.06,USA,Lentiviral pseudotype,293T-ACE2/TMPRSS2,3*mRNA + BA.1/BA.1.1,10,,D614G,BA.2.12.1,7.65,,7.65,13426,1755,,,,,,5349,,,,8477,3*mRNA + BA.1/BA.1.1,,3*mRNA + BA.1/BA.1.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Pseudovirus,Lentiviral,293T-ACE2/TMPRSS2
Weiss/Wang2,https://doi.org/10.1101/2022.07.05.498883,n,y,2022.07.06,Sweden,Lentiviral pseudotype,293T-ACE2/TMPRSS2,3*mRNA + BA.1/BA.1.1,10,,D614G,BA.4/5,10.84,,10.84,13426,1238,,,,,,5349,,,,8477,3*mRNA + BA.1/BA.1.1,,3*mRNA + BA.1/BA.1.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Pseudovirus,Lentiviral,293T-ACE2/TMPRSS2
Murrel,https://doi.org/10.1101/2022.07.19.500716,n,n,2022.07.20,Sweden,Lentiviral pseudotype,293T-ACE2,3*mRNA,20,,D614G,BA.2,5.76,,5.76,686,119,,,,,,,,,,,3*mRNA,,3*mRNA,3,mRNA,mRNA,mRNA,Pseudovirus,N/A,293T-ACE2
Murrel,https://doi.org/10.1101/2022.07.19.500716,n,n,2022.07.20,Sweden,Lentiviral pseudotype,293T-ACE2,3*mRNA,20,,D614G,BA.4/5,7.62,,7.62,686,90,,,,,,,,,,,3*mRNA,,3*mRNA,3,mRNA,mRNA,mRNA,Pseudovirus,N/A,293T-ACE2
Murrel,https://doi.org/10.1101/2022.07.19.500716,n,n,2022.07.20,Sweden,Lentiviral pseudotype,293T-ACE2,3*mRNA,20,,D614G,BA.2.75,8.47,,8.47,686,81,,,,,,,,,,,3*mRNA,,3*mRNA,3,mRNA,mRNA,mRNA,Pseudovirus,N/A,293T-ACE2
Wang/Cao,https://doi.org/10.1101/2022.07.18.500332,n,n,2022.08.10,China,VSV pseudotype,Huh 7,3*CoronaVac,40,,D614G,BA.1,5.34,,5.34,652,122,,,,,,,,,,,3*CoronaVac,,3*CoronaVac,3,other,other,other,Pseudovirus,VSV,Huh 7
Wang/Cao,https://doi.org/10.1101/2022.07.18.500332,n,n,2022.08.10,China,VSV pseudotype,Huh 7,3*CoronaVac,40,,D614G,BA.2,05.02,,05.02,652,130,,,,,,,,,,,3*CoronaVac,,3*CoronaVac,3,other,other,other,Pseudovirus,VSV,Huh 7
Wang/Cao,https://doi.org/10.1101/2022.07.18.500332,n,n,2022.08.10,China,VSV pseudotype,Huh 7,3*CoronaVac,40,,D614G,BA.2.38,5.26,,5.26,652,124,,,,,,,,,,,3*CoronaVac,,3*CoronaVac,3,other,other,other,Pseudovirus,VSV,Huh 7
Wang/Cao,https://doi.org/10.1101/2022.07.18.500332,n,n,2022.08.10,China,VSV pseudotype,Huh 7,3*CoronaVac,40,,D614G,BA.2.12.1,6.21,,6.21,652,105,,,,,,,,,,,3*CoronaVac,,3*CoronaVac,3,other,other,other,Pseudovirus,VSV,Huh 7
Wang/Cao,https://doi.org/10.1101/2022.07.18.500332,n,n,2022.08.10,China,VSV pseudotype,Huh 7,3*CoronaVac,40,,D614G,BA.2.76,07.01,,07.01,652,93,,,,,,,,,,,3*CoronaVac,,3*CoronaVac,3,other,other,other,Pseudovirus,VSV,Huh 7
Wang/Cao,https://doi.org/10.1101/2022.07.18.500332,n,n,2022.08.10,China,VSV pseudotype,Huh 7,3*CoronaVac,40,,D614G,BA.2.75,7.24,,7.24,652,90,,,,,,,,,,,3*CoronaVac,,3*CoronaVac,3,other,other,other,Pseudovirus,VSV,Huh 7
Wang/Cao,https://doi.org/10.1101/2022.07.18.500332,n,n,2022.08.10,China,VSV pseudotype,Huh 7,3*CoronaVac,40,,D614G,BA.4/5,09.06,,09.06,652,72,,,,,,,,,,,3*CoronaVac,,3*CoronaVac,3,other,other,other,Pseudovirus,VSV,Huh 7
Wang/Cao,https://doi.org/10.1101/2022.07.18.500332,n,n,2022.08.10,China,VSV pseudotype,Huh 7,3*CoronaVac+BA.1,50,,D614G,BA.1,1.81,,1.81,1545,852,,,,,,,,,,,3*CoronaVac+BA.1,,3*CoronaVac+BA.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Pseudovirus,VSV,Huh 7
Wang/Cao,https://doi.org/10.1101/2022.07.18.500332,n,n,2022.08.10,China,VSV pseudotype,Huh 7,3*CoronaVac+BA.1,50,,D614G,BA.2,3.42,,3.42,1545,452,,,,,,,,,,,3*CoronaVac+BA.1,,3*CoronaVac+BA.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Pseudovirus,VSV,Huh 7
Wang/Cao,https://doi.org/10.1101/2022.07.18.500332,n,n,2022.08.10,China,VSV pseudotype,Huh 7,3*CoronaVac+BA.1,50,,D614G,BA.2.38,3.49,,3.49,1545,443,,,,,,,,,,,3*CoronaVac+BA.1,,3*CoronaVac+BA.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Pseudovirus,VSV,Huh 7
Wang/Cao,https://doi.org/10.1101/2022.07.18.500332,n,n,2022.08.10,China,VSV pseudotype,Huh 7,3*CoronaVac+BA.1,50,,D614G,BA.2.12.1,6.33,,6.33,1545,244,,,,,,,,,,,3*CoronaVac+BA.1,,3*CoronaVac+BA.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Pseudovirus,VSV,Huh 7
Wang/Cao,https://doi.org/10.1101/2022.07.18.500332,n,n,2022.08.10,China,VSV pseudotype,Huh 7,3*CoronaVac+BA.1,50,,D614G,BA.2.76,7.54,,7.54,1545,205,,,,,,,,,,,3*CoronaVac+BA.1,,3*CoronaVac+BA.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Pseudovirus,VSV,Huh 7
Wang/Cao,https://doi.org/10.1101/2022.07.18.500332,n,n,2022.08.10,China,VSV pseudotype,Huh 7,3*CoronaVac+BA.1,50,,D614G,BA.2.75,7.84,,7.84,1545,197,,,,,,,,,,,3*CoronaVac+BA.1,,3*CoronaVac+BA.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Pseudovirus,VSV,Huh 7
Wang/Cao,https://doi.org/10.1101/2022.07.18.500332,n,n,2022.08.10,China,VSV pseudotype,Huh 7,3*CoronaVac+BA.1,50,,D614G,BA.4/5,14.44,,14.44,1545,107,,,,,,,,,,,3*CoronaVac+BA.1,,3*CoronaVac+BA.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Pseudovirus,VSV,Huh 7
Wang/Cao,https://doi.org/10.1101/2022.07.18.500332,n,n,2022.08.10,China,VSV pseudotype,Huh 7,3*CoronaVac+BA.2,39,,D614G,BA.1,4.41,,4.41,1245,282,,,,,,,,,,,3*CoronaVac+BA.2,,3*CoronaVac+BA.2,vacc+ba.2,vacc+ba.2,vacc+ba.2,vacc+ba.2,Pseudovirus,VSV,Huh 7
Wang/Cao,https://doi.org/10.1101/2022.07.18.500332,n,n,2022.08.10,China,VSV pseudotype,Huh 7,3*CoronaVac+BA.2,39,,D614G,BA.2,1.79,,1.79,1245,696,,,,,,,,,,,3*CoronaVac+BA.2,,3*CoronaVac+BA.2,vacc+ba.2,vacc+ba.2,vacc+ba.2,vacc+ba.2,Pseudovirus,VSV,Huh 7
Wang/Cao,https://doi.org/10.1101/2022.07.18.500332,n,n,2022.08.10,China,VSV pseudotype,Huh 7,3*CoronaVac+BA.2,39,,D614G,BA.2.38,02.03,,02.03,1245,613,,,,,,,,,,,3*CoronaVac+BA.2,,3*CoronaVac+BA.2,vacc+ba.2,vacc+ba.2,vacc+ba.2,vacc+ba.2,Pseudovirus,VSV,Huh 7
Wang/Cao,https://doi.org/10.1101/2022.07.18.500332,n,n,2022.08.10,China,VSV pseudotype,Huh 7,3*CoronaVac+BA.2,39,,D614G,BA.2.12.1,4.29,,4.29,1245,290,,,,,,,,,,,3*CoronaVac+BA.2,,3*CoronaVac+BA.2,vacc+ba.2,vacc+ba.2,vacc+ba.2,vacc+ba.2,Pseudovirus,VSV,Huh 7
Wang/Cao,https://doi.org/10.1101/2022.07.18.500332,n,n,2022.08.10,China,VSV pseudotype,Huh 7,3*CoronaVac+BA.2,39,,D614G,BA.2.76,5.48,,5.48,1245,227,,,,,,,,,,,3*CoronaVac+BA.2,,3*CoronaVac+BA.2,vacc+ba.2,vacc+ba.2,vacc+ba.2,vacc+ba.2,Pseudovirus,VSV,Huh 7
Wang/Cao,https://doi.org/10.1101/2022.07.18.500332,n,n,2022.08.10,China,VSV pseudotype,Huh 7,3*CoronaVac+BA.2,39,,D614G,BA.2.75,5.74,,5.74,1245,217,,,,,,,,,,,3*CoronaVac+BA.2,,3*CoronaVac+BA.2,vacc+ba.2,vacc+ba.2,vacc+ba.2,vacc+ba.2,Pseudovirus,VSV,Huh 7
Wang/Cao,https://doi.org/10.1101/2022.07.18.500332,n,n,2022.08.10,China,VSV pseudotype,Huh 7,3*CoronaVac+BA.2,39,,D614G,BA.4/5,7.11,,7.11,1245,175,,,,,,,,,,,3*CoronaVac+BA.2,,3*CoronaVac+BA.2,vacc+ba.2,vacc+ba.2,vacc+ba.2,vacc+ba.2,Pseudovirus,VSV,Huh 7
Wang/Cao,https://doi.org/10.1101/2022.07.18.500332,n,n,2022.08.10,China,VSV pseudotype,Huh 7,3*CoronaVac+Delta,16,,D614G,BA.1,3.77,,3.77,434,115,,,,,,,,,,,3*CoronaVac+Delta,,3*CoronaVac+Delta,vacc+inf,vacc+inf,vacc+inf,vacc+inf,Pseudovirus,VSV,Huh 7
Wang/Cao,https://doi.org/10.1101/2022.07.18.500332,n,n,2022.08.10,China,VSV pseudotype,Huh 7,3*CoronaVac+Delta,16,,D614G,BA.2,3.1,,3.1,434,140,,,,,,,,,,,3*CoronaVac+Delta,,3*CoronaVac+Delta,vacc+inf,vacc+inf,vacc+inf,vacc+inf,Pseudovirus,VSV,Huh 7
Wang/Cao,https://doi.org/10.1101/2022.07.18.500332,n,n,2022.08.10,China,VSV pseudotype,Huh 7,3*CoronaVac+Delta,16,,D614G,BA.2.38,3.21,,3.21,434,135,,,,,,,,,,,3*CoronaVac+Delta,,3*CoronaVac+Delta,vacc+inf,vacc+inf,vacc+inf,vacc+inf,Pseudovirus,VSV,Huh 7
